scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Colibri coruscans,2023-08-29 07:24:00 -0500,,"Urbanizacion Los Algarrobos de la Viña, Quito 170184, Ecuador",-0.1975546541,-78.4042292877,,Sparkling Violetear,https://www.inaturalist.org/observations/180914336,https://inaturalist-open-data.s3.amazonaws.com/photos/315220670/medium.jpg,dawicho,180914336,Sparkling Violetear,Aves,6072,1,0,2023/08/29 7:24 AM,2023-08-29,2023-08-29 12:24:00 UTC,America/Guayaquil,4,4,,open,false,,,1428321,David Torres,2023-08-30 14:10:50 UTC,2023-09-04 02:05:20 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-29 07:22:00 -0500,,"Urbanizacion Los Algarrobos de la Viña, Quito 170184, Ecuador",-0.1975546541,-78.4042292877,,Sparkling Violetear,https://www.inaturalist.org/observations/180914333,https://inaturalist-open-data.s3.amazonaws.com/photos/315220639/medium.jpg,dawicho,180914333,Sparkling Violetear,Aves,6072,1,0,2023/08/29 7:22 AM,2023-08-29,2023-08-29 12:22:00 UTC,America/Guayaquil,4,4,,open,false,,,1428321,David Torres,2023-08-30 14:10:48 UTC,2023-08-31 23:55:20 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-29 07:11:00 -0500,,"Urbanizacion Los Algarrobos de la Viña, Quito 170184, Ecuador",-0.1975546541,-78.4042292877,,Sparkling Violetear,https://www.inaturalist.org/observations/180914320,https://inaturalist-open-data.s3.amazonaws.com/photos/315220533/medium.jpg,dawicho,180914320,Sparkling Violetear,Aves,6072,1,0,2023/08/29 7:11 AM,2023-08-29,2023-08-29 12:11:00 UTC,America/Guayaquil,4,4,,open,false,,,1428321,David Torres,2023-08-30 14:10:44 UTC,2023-08-31 23:55:25 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-29 06:56:00 -0500,,"Urbanizacion Los Algarrobos de la Viña, Quito 170184, Ecuador",-0.1975546541,-78.4042292877,,Sparkling Violetear,https://www.inaturalist.org/observations/180914316,https://inaturalist-open-data.s3.amazonaws.com/photos/315220499/medium.jpg,dawicho,180914316,Sparkling Violetear,Aves,6072,1,0,2023/08/29 6:56 AM,2023-08-29,2023-08-29 11:56:00 UTC,America/Guayaquil,4,4,,open,false,,,1428321,David Torres,2023-08-30 14:10:43 UTC,2023-08-31 23:55:31 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-29 06:28:00 -0500,,"Urbanizacion Los Algarrobos de la Viña, Quito 170184, Ecuador",-0.1975546541,-78.4042292877,,Sparkling Violetear,https://www.inaturalist.org/observations/180914294,https://inaturalist-open-data.s3.amazonaws.com/photos/315220336/medium.jpg,dawicho,180914294,Sparkling Violetear,Aves,6072,1,0,2023/08/29 6:28 AM,2023-08-29,2023-08-29 11:28:00 UTC,America/Guayaquil,4,4,,open,false,,,1428321,David Torres,2023-08-30 14:10:37 UTC,2023-08-30 14:19:50 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-29 06:23:00 -0500,,"Urbanizacion Los Algarrobos de la Viña, Quito 170184, Ecuador",-0.1975546541,-78.4042292877,,Sparkling Violetear,https://www.inaturalist.org/observations/180914286,https://inaturalist-open-data.s3.amazonaws.com/photos/315220275/medium.jpg,dawicho,180914286,Sparkling Violetear,Aves,6072,1,0,2023/08/29 6:23 AM,2023-08-29,2023-08-29 11:23:00 UTC,America/Guayaquil,4,4,,open,false,,,1428321,David Torres,2023-08-30 14:10:34 UTC,2023-08-31 23:55:34 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-29 06:14:00 -0500,,"Urbanizacion Los Algarrobos de la Viña, Quito 170184, Ecuador",-0.1975546541,-78.4042292877,,Sparkling Violetear,https://www.inaturalist.org/observations/180914274,https://inaturalist-open-data.s3.amazonaws.com/photos/315220225/medium.jpg,dawicho,180914274,Sparkling Violetear,Aves,6072,1,0,2023/08/29 6:14 AM,2023-08-29,2023-08-29 11:14:00 UTC,America/Guayaquil,4,4,,open,false,,,1428321,David Torres,2023-08-30 14:10:31 UTC,2023-08-30 14:20:02 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-29 06:13:00 -0500,,"Urbanizacion Los Algarrobos de la Viña, Quito 170184, Ecuador",-0.1975546541,-78.4042292877,,Sparkling Violetear,https://www.inaturalist.org/observations/180914273,https://inaturalist-open-data.s3.amazonaws.com/photos/315220186/medium.jpg,dawicho,180914273,Sparkling Violetear,Aves,6072,2,0,2023/08/29 6:13 AM,2023-08-29,2023-08-29 11:13:00 UTC,America/Guayaquil,4,4,,open,false,,,1428321,David Torres,2023-08-30 14:10:31 UTC,2023-08-30 16:05:33 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2023-08-26 09:59:46 -0600,,Las antenas Coyotepec,19.759509515,-99.2713424563,,Mexican Violetear,https://www.inaturalist.org/observations/180873485,https://static.inaturalist.org/photos/315145010/medium.jpeg,heri13,180873485,Colibrí orejas violetas,Aves,508366,1,0,2023-08-26 09:59:46,2023-08-26,2023-08-26 15:59:46 UTC,Mexico City,205,205,,open,false,gps,gps,2284007,heri13,2023-08-30 04:41:11 UTC,2023-08-30 19:44:51 UTC,research,,,2,false
Colibri thalassinus,2023-08-29 21:56:24 -0600,,"Nanacamilpa de Mariano Arista, Tlax., MX",19.4590732094,-98.5808622924,,Mexican Violetear,https://www.inaturalist.org/observations/180870201,https://inaturalist-open-data.s3.amazonaws.com/photos/315138498/medium.jpg,mariobva,180870201,Colibrí orejas violetas,Aves,508366,1,0,2023-08-29 21:56:24-06:00,2023-08-29,2023-08-30 03:56:24 UTC,Mexico City,137,137,,open,false,,,2509253,MarioBVA,2023-08-30 03:58:05 UTC,2023-08-30 04:11:00 UTC,research,CC-BY-NC,,3,false
Colibri coruscans,2006-10-24 12:53:00 -0500,,"Metropolitan District of Quito, Ecuador",0.0030223341,-78.6782064495,,Sparkling Violetear,https://www.inaturalist.org/observations/180811346,https://inaturalist-open-data.s3.amazonaws.com/photos/315022959/medium.jpg,jtajax,180811346,Sparkling Violetear,Aves,6072,2,0,2006/10/24 12:53 PM,2006-10-24,2006-10-24 17:53:00 UTC,America/Guayaquil,15,15,,open,false,,,7079956,,2023-08-29 19:16:31 UTC,2023-08-30 03:41:43 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-26 09:11:00 -0500,,"Hacienda El Bosque, Manizales, Caldas, Colombia",5.0234,-75.3626,,Sparkling Violetear,https://www.inaturalist.org/observations/180785734,https://inaturalist-open-data.s3.amazonaws.com/photos/314975268/medium.jpeg,desertnaturalist,180785734,Sparkling Violetear,Aves,6072,2,0,2023/08/26 9:11 AM,2023-08-26,2023-08-26 14:11:00 UTC,Bogota,200,200,,open,false,,,742241,,2023-08-29 16:10:17 UTC,2023-08-29 21:09:57 UTC,research,CC-BY,,NA,false
Colibri thalassinus,2023-08-20 13:45:00 -0600,,"San José del Pacifico, Oaxaca, Mexico",16.1696155,-96.5022556,,Mexican Violetear,https://www.inaturalist.org/observations/180766020,https://inaturalist-open-data.s3.amazonaws.com/photos/314935282/medium.jpg,makielb,180766020,Mexican Violetear,Aves,508366,1,0,2023/08/20 1:45 PM,2023-08-20,2023-08-20 19:45:00 UTC,Mexico City,2083,2083,,open,false,,,282507,Michael Kielb,2023-08-29 13:41:19 UTC,2023-08-30 20:09:07 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2023-08-28 10:47:00 -0600,,"San Andrés Totoltepec, Mexico City, CDMX, Mexico",19.2542261802,-99.2028473616,,Mexican Violetear,https://www.inaturalist.org/observations/180765933,https://inaturalist-open-data.s3.amazonaws.com/photos/314939344/medium.jpeg,sammyt,180765933,Mexican Violetear,Aves,508366,1,0,2023/08/28 10:47 AM,2023-08-28,2023-08-28 16:47:00 UTC,Mexico City,167,167,,open,false,,,2292949,,2023-08-29 13:41:02 UTC,2023-08-31 05:05:54 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-13 14:14:00 -0500,,"Yanuncay, Cuenca, Ecuador",-2.9152759331,-79.0138322219,,Sparkling Violetear,https://www.inaturalist.org/observations/180716255,https://static.inaturalist.org/photos/314823920/medium.jpeg,jonathanaguirre,180716255,Sparkling Violetear,Aves,6072,1,0,2023/06/13 2:14 PM,2023-06-13,2023-06-13 19:14:00 UTC,America/Guayaquil,15,15,,open,false,,,1677527,Jonathan Aguirre,2023-08-29 02:34:13 UTC,2023-08-29 03:16:56 UTC,research,,,NA,false
Colibri cyanotus,2023-08-20 08:59:00 -0500,Colibri chillón común. Territorial y pendenciero.,"Arcabuco, Boyacá, Colombia",5.7952036629,-73.4574576444,,Lesser Violetear,https://www.inaturalist.org/observations/180707547,https://inaturalist-open-data.s3.amazonaws.com/photos/314826095/medium.jpeg,rogitama,180707547,Colibrí Chico​,Aves,508367,2,0,2023/08/20 8:59 AM,2023-08-20,2023-08-20 13:59:00 UTC,Bogota,8,8,,,false,,,749279,Roberto Chavarro Chávarro,2023-08-29 01:10:25 UTC,2023-09-01 16:54:01 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-08-20 08:51:00 -0500,Colibri chillón común,"Arcabuco, Boyacá, Colombia",5.7954372013,-73.4572296447,,Lesser Violetear,https://www.inaturalist.org/observations/180707104,https://inaturalist-open-data.s3.amazonaws.com/photos/314825672/medium.jpeg,rogitama,180707104,Colibrí Chico​,Aves,508367,2,0,2023/08/20 8:51 AM,2023-08-20,2023-08-20 13:51:00 UTC,Bogota,4,4,,,false,,,749279,Roberto Chavarro Chávarro,2023-08-29 01:07:42 UTC,2023-09-01 16:54:08 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-20 09:36:00 -0500,,"Jardín, Antioquia, Colombia",5.5886698772,-75.8155040815,,Sparkling Violetear,https://www.inaturalist.org/observations/180673020,https://static.inaturalist.org/photos/314758428/medium.jpeg,danielmesa1,180673020,Colibrí Rutilante,Aves,6072,2,0,2023-08-20 09:36:00,2023-08-20,2023-08-20 14:36:00 UTC,Bogota,6,6,,open,false,gps,gps,2126017,Daniel Mesa,2023-08-28 20:30:00 UTC,2023-09-04 17:04:37 UTC,research,,,2,false
Colibri cyanotus,2023-08-24 08:43:00 -0500,,"Reserva Natural Cuzcungos, Supatá, Cundinamarca, Colombia",5.040889,-74.242296,,Lesser Violetear,https://www.inaturalist.org/observations/180667646,https://inaturalist-open-data.s3.amazonaws.com/photos/314748103/medium.jpeg,alejolocha,180667646,Colibrí Chico​,Aves,508367,1,0,2023/08/24 8:43 AM,2023-08-24,2023-08-24 13:43:00 UTC,Bogota,300,300,,,false,,,2597406,Alejandro Lopez,2023-08-28 19:51:29 UTC,2023-08-29 21:15:55 UTC,research,CC-BY-NC-SA,,NA,false
Colibri coruscans,2023-08-02 22:32:00 -0500,,"Quito, Ecuador",-0.1806532,-78.4678382,,Sparkling Violetear,https://www.inaturalist.org/observations/180642980,https://inaturalist-open-data.s3.amazonaws.com/photos/314701815/medium.jpeg,pepers,180642980,Colibrí Rutilante,Aves,6072,1,0,2023/08/02 10:32 PM,2023-08-02,2023-08-03 03:32:00 UTC,America/Guayaquil,31168,31168,,open,false,,,2651931,,2023-08-28 17:03:21 UTC,2023-08-30 12:30:45 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2020-09-26 07:30:00 -0500,,"30880 Unión Juárez, Chis.",15.0645412,-92.0811838,,Mexican Violetear,https://www.inaturalist.org/observations/180573627,https://static.inaturalist.org/photos/314569468/medium.jpg,daniel_garza_tobon,180573627,Colibrí orejas violetas,Aves,508366,1,0,2020/09/26 7:30 AM,2020-09-26,2020-09-26 12:30:00 UTC,Mexico City,880,880,,open,false,,,5798,Daniel Garza Tobón,2023-08-28 04:35:10 UTC,2023-08-30 18:16:08 UTC,research,,,NA,false
Colibri delphinae,2023-07-28 00:00:00 -0500,,Wild Sumaco Lodge,-0.6756498902,-77.6013942808,,Brown Violetear,https://www.inaturalist.org/observations/180555942,https://static.inaturalist.org/photos/314534622/medium.jpeg,nataliaescobar,180555942,Brown Violetear,Aves,6076,1,0,2023-07-28,2023-07-28,,America/Guayaquil,212,212,,open,false,gps,gps,1398928,Natalia Escobar,2023-08-28 01:50:05 UTC,2023-08-28 02:02:47 UTC,research,,,2,false
Colibri thalassinus,2023-08-27 13:36:57 -0600,,San Juan Diuxi,17.2838264745,-97.3776717111,,Mexican Violetear,https://www.inaturalist.org/observations/180547185,https://inaturalist-open-data.s3.amazonaws.com/photos/314516856/medium.jpeg,sopasbar,180547185,Colibrí orejas violetas,Aves,508366,1,0,2023-08-27 13:36:57,2023-08-27,2023-08-27 19:36:57 UTC,Mexico City,2620,2620,,open,false,gps,gps,4239637,Juan Manuel Carmona,2023-08-28 00:41:52 UTC,2023-08-28 03:41:14 UTC,research,CC-BY-NC,,2,false
Colibri thalassinus,2023-08-26 09:06:00 -0600,,"Pinal de Amoles, Qro., México",21.1008060718,-99.6598685094,,Mexican Violetear,https://www.inaturalist.org/observations/180538339,https://inaturalist-open-data.s3.amazonaws.com/photos/314498401/medium.jpeg,rockdrigo,180538339,Colibrí orejas violetas,Aves,508366,1,0,2023/08/26 9:06 AM,2023-08-26,2023-08-26 15:06:00 UTC,Mexico City,61,61,,open,false,,,2433831,Rod,2023-08-27 23:32:33 UTC,2023-08-28 03:44:38 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-24 15:49:00 -0400,,"Huarinilla, Bolivia",-16.205387088,-67.7903039263,,Sparkling Violetear,https://www.inaturalist.org/observations/180519188,https://static.inaturalist.org/photos/314458831/medium.jpeg,alwabybetotourguide,180519188,Colibrí Rutilante,Aves,6072,1,0,2023/08/24 3:49 PM,2023-08-24,2023-08-24 19:49:00 UTC,La Paz,4,4,,open,false,,,1513463,Beto Espinoza,2023-08-27 21:24:38 UTC,2023-09-02 02:18:04 UTC,research,,,NA,false
Colibri delphinae,2023-08-18 10:04:00 -0500,,"X6CW+G3F, Mindo, Ecuador",-0.0294138889,-78.7526277778,,Brown Violetear,https://www.inaturalist.org/observations/180496819,https://static.inaturalist.org/photos/314419045/medium.jpeg,tom1872,180496819,Brown Violetear,Aves,6076,1,0,2023-08-18 10:04:00,2023-08-18,2023-08-18 15:04:00 UTC,America/Guayaquil,NA,NA,,open,false,gps,gps,6556095,Tom Engbers,2023-08-27 19:19:31 UTC,2023-08-27 19:23:04 UTC,research,,,2,false
Colibri coruscans,2023-08-26 09:05:00 -0500,,"El Cerrito, La Calera, Cundinamarca, Colombia",4.6648484853,-73.9642551649,,Sparkling Violetear,https://www.inaturalist.org/observations/180482139,https://static.inaturalist.org/photos/314390934/medium.jpeg,rdpost,180482139,Sparkling Violetear,Aves,6072,2,0,2023/08/26 9:05 AM,2023-08-26,2023-08-26 14:05:00 UTC,Bogota,61,61,,open,false,,,843428,,2023-08-27 18:01:17 UTC,2023-09-01 11:59:00 UTC,research,,,NA,false
Colibri coruscans,2023-08-26 10:48:22 -0500,,"Fraile Jonal, La Calera, Cundinamarca, CO",4.6642895589,-73.9645317926,,Sparkling Violetear,https://www.inaturalist.org/observations/180453235,https://static.inaturalist.org/photos/314338908/medium.jpg,rdpost,180453235,Sparkling Violetear,Aves,6072,1,0,2023-08-26 08:48:22-07:00,2023-08-26,2023-08-26 15:48:22 UTC,Bogota,23,23,,open,false,,,843428,,2023-08-27 15:26:21 UTC,2023-08-31 01:39:31 UTC,research,,,3,false
Colibri cyanotus,2023-04-26 12:35:00 -0600,,"Puntarenas, Monteverde, Costa Rica",10.2989417,-84.7681559,,Lesser Violetear,https://www.inaturalist.org/observations/180438585,https://static.inaturalist.org/photos/314308190/medium.jpg,amazonne,180438585,Colibri cyanote,Aves,508367,1,0,2023/04/26 12:35,2023-04-26,2023-04-26 18:35:00 UTC,America/Costa_Rica,210,210,,,false,,,1754855,,2023-08-27 13:55:02 UTC,2023-08-27 19:25:18 UTC,research,,,NA,false
Colibri cyanotus,2023-04-26 13:19:00 -0600,,"Puntarenas, Monteverde, Costa Rica",10.2989417,-84.7681559,,Lesser Violetear,https://www.inaturalist.org/observations/180438577,https://static.inaturalist.org/photos/314308103/medium.jpg,amazonne,180438577,Colibri cyanote,Aves,508367,1,0,2023/04/26 13:19,2023-04-26,2023-04-26 19:19:00 UTC,America/Costa_Rica,210,210,,,false,,,1754855,,2023-08-27 13:55:01 UTC,2023-08-27 19:25:22 UTC,research,,,NA,false
Colibri serrirostris,2023-08-12 08:32:21 -0300,,"Alto Caparaó - MG, Brasil",-20.4195555735,-41.8433836475,,White-vented Violetear,https://www.inaturalist.org/observations/180346355,https://static.inaturalist.org/photos/314127530/medium.jpeg,matheuscanal,180346355,White-vented Violetear,Aves,6083,1,0,2023-08-12 08:32:21,2023-08-12,2023-08-12 11:32:21 UTC,Brasilia,205,205,,open,false,gps,gps,3531522,MATHEUS GONÇALVES CANAL,2023-08-26 22:09:27 UTC,2023-08-27 17:21:30 UTC,research,,,2,false
Colibri delphinae,2023-07-17 14:14:00 -0500,,"Santa Marta, Magdalena, Colombia",11.097831373,-74.0786190243,,Brown Violetear,https://www.inaturalist.org/observations/180307862,https://inaturalist-open-data.s3.amazonaws.com/photos/314048365/medium.jpeg,stevedunbar,180307862,Brown Violetear,Aves,6076,1,0,2023/07/17 2:14 PM,2023-07-17,2023-07-17 19:14:00 UTC,Bogota,25,25,,open,false,,,416973,,2023-08-26 18:07:31 UTC,2023-08-26 21:07:06 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-02 15:39:00 -0500,,"Latacunga, Ecuador",-0.7537223867,-78.6650830138,,Sparkling Violetear,https://www.inaturalist.org/observations/180301841,https://inaturalist-open-data.s3.amazonaws.com/photos/314040264/medium.jpg,marceloamores,180301841,Colibrí Orejivioleta Ventriazul,Aves,6072,1,0,2023/08/02 3:39 PM,2023-08-02,2023-08-02 20:39:00 UTC,America/Guayaquil,4,4,,open,false,,,1116633,Marcelo Amores,2023-08-26 17:29:47 UTC,2023-08-27 16:56:31 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2019-09-03 00:00:00 -0500,,"Metropolitan District of Quito, Ecuador",-0.0156609349,-78.6807164251,,Lesser Violetear,https://www.inaturalist.org/observations/180295407,https://inaturalist-open-data.s3.amazonaws.com/photos/314026879/medium.jpeg,bakeeler,180295407,Lesser Violetear,Aves,508367,1,0,2019/09/03,2019-09-03,,America/Guayaquil,75,75,,,false,,,75431,Barbara Keeler,2023-08-26 16:51:00 UTC,2023-08-27 06:30:52 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2019-09-04 00:00:00 -0500,,"Metropolitan District of Quito, Ecuador",-0.0159828,-78.6808559,,Brown Violetear,https://www.inaturalist.org/observations/180286979,https://inaturalist-open-data.s3.amazonaws.com/photos/314010861/medium.jpeg,bakeeler,180286979,Brown Violetear,Aves,6076,1,0,2019/09/04,2019-09-04,,America/Guayaquil,188,188,,open,false,,,75431,Barbara Keeler,2023-08-26 16:02:06 UTC,2023-08-26 21:14:03 UTC,research,CC-BY-NC,,NA,false
Colibri serrirostris,2013-08-28 08:29:00 -0400,,"Chapada dos Guimarães, State of Mato Grosso, Brazil",-15.4620861111,-55.7484027778,,White-vented Violetear,https://www.inaturalist.org/observations/180230396,https://inaturalist-open-data.s3.amazonaws.com/photos/313909687/medium.jpg,paulkingsnorth,180230396,White-vented Violetear,Aves,6083,1,0,2013/08/28 8:29 AM,2013-08-28,2013-08-28 12:29:00 UTC,America/Cuiaba,25000,25000,,open,false,,,6476964,Paul Kingsnorth,2023-08-26 06:28:18 UTC,2023-08-26 19:17:14 UTC,research,CC-BY-NC-ND,,NA,false
Colibri cyanotus,2023-08-25 13:45:00 -0600,,"Puntarenas, Monteverde, Costa Rica",10.3012181685,-84.7896507606,,Lesser Violetear,https://www.inaturalist.org/observations/180209272,https://inaturalist-open-data.s3.amazonaws.com/photos/313869313/medium.jpeg,chloe0809,180209272,Colibri cyanote,Aves,508367,1,0,2023/08/25 13:45,2023-08-25,2023-08-25 19:45:00 UTC,America/Costa_Rica,742,742,,,false,,,1326586,,2023-08-26 02:10:15 UTC,2023-08-26 02:22:45 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-08-25 13:45:00 -0600,,"Puntarenas, Monteverde, Costa Rica",10.3012181685,-84.7896507606,,Lesser Violetear,https://www.inaturalist.org/observations/180209271,https://inaturalist-open-data.s3.amazonaws.com/photos/313869257/medium.jpeg,chloe0809,180209271,Colibri cyanote,Aves,508367,1,0,2023/08/25 13:45,2023-08-25,2023-08-25 19:45:00 UTC,America/Costa_Rica,742,742,,,false,,,1326586,,2023-08-26 02:10:14 UTC,2023-08-26 03:49:15 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-08-25 13:39:00 -0600,,"Puntarenas, Monteverde, Costa Rica",10.3012181685,-84.7896507606,,Lesser Violetear,https://www.inaturalist.org/observations/180209264,https://inaturalist-open-data.s3.amazonaws.com/photos/313869005/medium.jpeg,chloe0809,180209264,Colibri cyanote,Aves,508367,1,0,2023/08/25 13:39,2023-08-25,2023-08-25 19:39:00 UTC,America/Costa_Rica,742,742,,,false,,,1326586,,2023-08-26 02:10:14 UTC,2023-08-26 03:49:29 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-08-25 11:01:00 -0600,,"Puntarenas, Monteverde, Costa Rica",10.3012181685,-84.7896507606,,Lesser Violetear,https://www.inaturalist.org/observations/180209249,https://inaturalist-open-data.s3.amazonaws.com/photos/313868468/medium.jpeg,chloe0809,180209249,Colibri cyanote,Aves,508367,1,0,2023/08/25 11:01,2023-08-25,2023-08-25 17:01:00 UTC,America/Costa_Rica,742,742,,,false,,,1326586,,2023-08-26 02:10:11 UTC,2023-08-26 03:49:32 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-25 17:45:00 -0500,,"Urbanizacion Los Algarrobos de la Viña, Quito 170184, Ecuador",-0.1974750097,-78.4041702792,,Sparkling Violetear,https://www.inaturalist.org/observations/180198333,https://inaturalist-open-data.s3.amazonaws.com/photos/313846556/medium.jpg,dawicho,180198333,Sparkling Violetear,Aves,6072,1,0,2023/08/25 5:45 PM,2023-08-25,2023-08-25 22:45:00 UTC,America/Guayaquil,4,4,,open,false,,,1428321,David Torres,2023-08-26 00:13:34 UTC,2023-08-29 05:37:18 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-08-25 17:42:00 -0500,,"Urbanizacion Los Algarrobos de la Viña, Quito 170184, Ecuador",-0.1974750097,-78.4041702792,,Sparkling Violetear,https://www.inaturalist.org/observations/180198332,https://inaturalist-open-data.s3.amazonaws.com/photos/313846566/medium.jpg,dawicho,180198332,Sparkling Violetear,Aves,6072,1,0,2023/08/25 5:42 PM,2023-08-25,2023-08-25 22:42:00 UTC,America/Guayaquil,4,4,,open,false,,,1428321,David Torres,2023-08-26 00:13:34 UTC,2023-08-29 05:37:26 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2023-08-19 11:51:00 -0600,,"María Auxiliadora, San Cristóbal de las Casas, Chis., México",16.7108521857,-92.6243123866,,Mexican Violetear,https://www.inaturalist.org/observations/180198124,https://inaturalist-open-data.s3.amazonaws.com/photos/313846071/medium.jpeg,diegoman,180198124,Colibrí orejas violetas,Aves,508366,1,0,2023/08/19 11:51 AM,2023-08-19,2023-08-19 17:51:00 UTC,Mexico City,8,8,,open,false,,,132585,Diego Manzano Méndez,2023-08-26 00:11:05 UTC,2023-08-27 21:19:11 UTC,research,CC-BY-NC,,NA,false
